Event ID,Disease,lat,lon,Locality,Country,Region,Location,observation date,report date,Date,Animal Type,Animal Species,Species,Diagnosis Status,Humans Affected,Human Deaths,Diagnosis Source,cluster
392242,African swine fever,52.392652,16.93988,144677 POZNA,Poland,Europe,"144677 POZNA, Poland, Europe",2024-11-21,2024-12-06,2024-11-21,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
392241,African swine fever,52.283056,16.780662,144678 TRZEBAW,Poland,Europe,"144678 TRZEBAW, Poland, Europe",2024-11-21,2024-12-06,2024-11-21,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
392240,African swine fever,52.292581,16.782584,144680 ROSN?WKO,Poland,Europe,"144680 ROSN?WKO, Poland, Europe",2024-11-21,2024-12-06,2024-11-21,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
392239,African swine fever,52.285896,16.797733,144681 JAROS AWIEC,Poland,Europe,"144681 JAROS AWIEC, Poland, Europe",2024-11-21,2024-12-06,2024-11-21,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
392238,African swine fever,52.300851,16.809035,144684 WIRY,Poland,Europe,"144684 WIRY, Poland, Europe",2024-11-23,2024-12-06,2024-11-23,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
392237,African swine fever,52.307732,16.808471,144688 WIRY,Poland,Europe,"144688 WIRY, Poland, Europe",2024-11-23,2024-12-06,2024-11-23,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
392236,African swine fever,52.303896,16.811292,144690 WIRY,Poland,Europe,"144690 WIRY, Poland, Europe",2024-11-23,2024-12-06,2024-11-23,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
392235,African swine fever,52.328484,16.834349,144691 WIRY,Poland,Europe,"144691 WIRY, Poland, Europe",2024-11-23,2024-12-06,2024-11-23,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
392234,African swine fever,52.300352,16.820009,144692 WIRY,Poland,Europe,"144692 WIRY, Poland, Europe",2024-11-23,2024-12-06,2024-11-23,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
392233,African swine fever,52.286658,16.803695,144693 JAROS AWIEC,Poland,Europe,"144693 JAROS AWIEC, Poland, Europe",2024-11-23,2024-12-06,2024-11-23,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
392232,African swine fever,52.300851,16.809,144695 WIRY,Poland,Europe,"144695 WIRY, Poland, Europe",2024-11-23,2024-12-06,2024-11-23,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
392231,African swine fever,52.307732,16.8084,144696 WIRY,Poland,Europe,"144696 WIRY, Poland, Europe",2024-11-23,2024-12-06,2024-11-23,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
392230,African swine fever,52.303395,16.811216,144697 WIRY,Poland,Europe,"144697 WIRY, Poland, Europe",2024-11-23,2024-12-06,2024-11-23,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393132,African swine fever,52.11751,16.88574,145600GRABIANOWO,Poland,Europe,"145600GRABIANOWO, Poland, Europe",2024-11-26,2024-12-19,2024-11-26,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393147,African swine fever,52.29626,16.843454,145573PUSZCZYKOWO,Poland,Europe,"145573PUSZCZYKOWO, Poland, Europe",2024-11-27,2024-12-19,2024-11-27,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393146,African swine fever,52.329733,16.813925,145574KOMORNIKI,Poland,Europe,"145574KOMORNIKI, Poland, Europe",2024-11-27,2024-12-19,2024-11-27,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393145,African swine fever,52.212361,16.718938,145575SROCKO MA E,Poland,Europe,"145575SROCKO MA E, Poland, Europe",2024-11-28,2024-12-19,2024-11-28,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
394215,African swine fever,52.278684,16.956489,146348 DASZEWICE,Poland,Europe,"146348 DASZEWICE, Poland, Europe",2024-11-29,2025-01-03,2024-11-29,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393151,African swine fever,52.304351,16.833097,145569WIRY,Poland,Europe,"145569WIRY, Poland, Europe",2024-11-29,2024-12-19,2024-11-29,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393150,African swine fever,52.285901,16.798317,145570JAROS AWIEC,Poland,Europe,"145570JAROS AWIEC, Poland, Europe",2024-11-29,2024-12-19,2024-11-29,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393142,African swine fever,52.304642,16.81187,145579WIRY,Poland,Europe,"145579WIRY, Poland, Europe",2024-11-29,2024-12-19,2024-11-29,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393141,African swine fever,52.285901,16.7983,145580JAROS AWIEC,Poland,Europe,"145580JAROS AWIEC, Poland, Europe",2024-11-29,2024-12-19,2024-11-29,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393139,African swine fever,52.268161,16.795948,145585TRZEBAW,Poland,Europe,"145585TRZEBAW, Poland, Europe",2024-11-29,2024-12-19,2024-11-29,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393149,African swine fever,52.251683,16.846375,145571MOSINA,Poland,Europe,"145571MOSINA, Poland, Europe",2024-11-30,2024-12-19,2024-11-30,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393140,African swine fever,52.261657,16.773387,145582G?RKA,Poland,Europe,"145582G?RKA, Poland, Europe",2024-11-30,2024-12-19,2024-11-30,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393148,African swine fever,52.21116,16.95164,145572KRAJKOWO,Poland,Europe,"145572KRAJKOWO, Poland, Europe",2024-12-02,2024-12-19,2024-12-02,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393138,African swine fever,52.200398,16.875007,145587 ABINKO,Poland,Europe,"145587 ABINKO, Poland, Europe",2024-12-02,2024-12-19,2024-12-02,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393137,African swine fever,52.251988,16.845527,145589MOSINA,Poland,Europe,"145589MOSINA, Poland, Europe",2024-12-02,2024-12-19,2024-12-02,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393136,African swine fever,52.279775,16.726095,145591WITOBEL,Poland,Europe,"145591WITOBEL, Poland, Europe",2024-12-02,2024-12-19,2024-12-02,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393135,African swine fever,52.288055,16.801628,145593ROSN?WKO,Poland,Europe,"145593ROSN?WKO, Poland, Europe",2024-12-03,2024-12-19,2024-12-03,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393134,African swine fever,52.291964,16.789819,145595ROSN?WKO,Poland,Europe,"145595ROSN?WKO, Poland, Europe",2024-12-03,2024-12-19,2024-12-03,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393133,African swine fever,52.291288,16.783116,145598ROSN?WKO,Poland,Europe,"145598ROSN?WKO, Poland, Europe",2024-12-03,2024-12-19,2024-12-03,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393615,African swine fever,52.370397,17.073728,146157 GARBY,Poland,Europe,"146157 GARBY, Poland, Europe",2024-12-04,2024-12-30,2024-12-04,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393131,African swine fever,52.1981,16.76174,145602BIECZYNY,Poland,Europe,"145602BIECZYNY, Poland, Europe",2024-12-04,2024-12-19,2024-12-04,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393130,African swine fever,52.19404,16.76199,145604BIECZYNY,Poland,Europe,"145604BIECZYNY, Poland, Europe",2024-12-04,2024-12-19,2024-12-04,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393634,African swine fever,52.317998,16.909897,146133 CZAPURY,Poland,Europe,"146133 CZAPURY, Poland, Europe",2024-12-06,2024-12-30,2024-12-06,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393633,African swine fever,52.295887,16.789691,146134  ROSN?WKO,Poland,Europe,"146134  ROSN?WKO, Poland, Europe",2024-12-06,2024-12-30,2024-12-06,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393632,African swine fever,52.291163,16.796681,146135 JAROS AWIEC,Poland,Europe,"146135 JAROS AWIEC, Poland, Europe",2024-12-06,2024-12-30,2024-12-06,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393631,African swine fever,52.292072,16.806587,146137 JAROS AWIEC,Poland,Europe,"146137 JAROS AWIEC, Poland, Europe",2024-12-06,2024-12-30,2024-12-06,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393630,African swine fever,52.289546,16.80572,146138 JAROS AWIEC,Poland,Europe,"146138 JAROS AWIEC, Poland, Europe",2024-12-06,2024-12-30,2024-12-06,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393629,African swine fever,52.287984,16.797201,146139 JAROS AWIEC,Poland,Europe,"146139 JAROS AWIEC, Poland, Europe",2024-12-06,2024-12-30,2024-12-06,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393628,African swine fever,52.312243,16.82176,146140 WIRY,Poland,Europe,"146140 WIRY, Poland, Europe",2024-12-06,2024-12-30,2024-12-06,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393627,African swine fever,52.253053,16.845671,146141 MOSINA,Poland,Europe,"146141 MOSINA, Poland, Europe",2024-12-06,2024-12-30,2024-12-06,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393626,African swine fever,52.257281,16.818006,146142 PO EGOWO,Poland,Europe,"146142 PO EGOWO, Poland, Europe",2024-12-06,2024-12-30,2024-12-06,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393625,African swine fever,52.320205,16.898161,146143   CZYCA,Poland,Europe,"146143   CZYCA, Poland, Europe",2024-12-06,2024-12-30,2024-12-06,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393624,African swine fever,52.316796,16.89552,146144   CZYCA,Poland,Europe,"146144   CZYCA, Poland, Europe",2024-12-06,2024-12-30,2024-12-06,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393623,African swine fever,52.314645,16.900665,146146   CZYCA,Poland,Europe,"146146   CZYCA, Poland, Europe",2024-12-06,2024-12-30,2024-12-06,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
394214,African swine fever,52.274106,16.931926,146349 KUBALIN,Poland,Europe,"146349 KUBALIN, Poland, Europe",2024-12-07,2025-01-03,2024-12-07,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
394213,African swine fever,52.274778,16.933608,146351 KUBALIN,Poland,Europe,"146351 KUBALIN, Poland, Europe",2024-12-07,2025-01-03,2024-12-07,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393636,African swine fever,52.196103,16.89728,146130  ABNO,Poland,Europe,"146130  ABNO, Poland, Europe",2024-12-10,2024-12-30,2024-12-10,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393621,African swine fever,52.298677,16.829726,146148 WIRY,Poland,Europe,"146148 WIRY, Poland, Europe",2024-12-10,2024-12-30,2024-12-10,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393620,African swine fever,52.282532,16.838265,146150 PUSZCZYKOWO,Poland,Europe,"146150 PUSZCZYKOWO, Poland, Europe",2024-12-10,2024-12-30,2024-12-10,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393619,African swine fever,52.294619,16.824381,146151 WIRY,Poland,Europe,"146151 WIRY, Poland, Europe",2024-12-10,2024-12-30,2024-12-10,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393618,African swine fever,52.294453,16.826148,146153 PUSZCZYKOWO,Poland,Europe,"146153 PUSZCZYKOWO, Poland, Europe",2024-12-10,2024-12-30,2024-12-10,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393617,African swine fever,52.312387,16.906697,146154   CZYCA,Poland,Europe,"146154   CZYCA, Poland, Europe",2024-12-10,2024-12-30,2024-12-10,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393616,African swine fever,52.20496,16.859562,146156  ABINKO,Poland,Europe,"146156  ABINKO, Poland, Europe",2024-12-10,2024-12-30,2024-12-10,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393614,African swine fever,52.29994,16.808739,146158 ROSN?WKO,Poland,Europe,"146158 ROSN?WKO, Poland, Europe",2024-12-12,2024-12-30,2024-12-12,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393613,African swine fever,52.29504,16.789937,146159 ROSN?WKO,Poland,Europe,"146159 ROSN?WKO, Poland, Europe",2024-12-12,2024-12-30,2024-12-12,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393612,African swine fever,52.297152,16.824371,146161 WIRY,Poland,Europe,"146161 WIRY, Poland, Europe",2024-12-12,2024-12-30,2024-12-12,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393611,African swine fever,52.206912,16.858513,146162  ABINKO,Poland,Europe,"146162  ABINKO, Poland, Europe",2024-12-13,2024-12-30,2024-12-13,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393610,African swine fever,52.204033,16.859839,146163  ABINKO,Poland,Europe,"146163  ABINKO, Poland, Europe",2024-12-13,2024-12-30,2024-12-13,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393609,African swine fever,52.249102,16.764353,146164 G?RKA,Poland,Europe,"146164 G?RKA, Poland, Europe",2024-12-14,2024-12-30,2024-12-14,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393608,African swine fever,52.24772,16.759638,146166 G?RKA,Poland,Europe,"146166 G?RKA, Poland, Europe",2024-12-14,2024-12-30,2024-12-14,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393607,African swine fever,52.249216,16.769346,146168 G?RKA,Poland,Europe,"146168 G?RKA, Poland, Europe",2024-12-14,2024-12-30,2024-12-14,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
394212,African swine fever,52.244115,16.680461,146352 SROCKO MA E,Poland,Europe,"146352 SROCKO MA E, Poland, Europe",2024-12-16,2025-01-03,2024-12-16,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
394211,African swine fever,52.282236,16.821697,146353 PUSZCZYKOWO,Poland,Europe,"146353 PUSZCZYKOWO, Poland, Europe",2024-12-16,2025-01-03,2024-12-16,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393606,African swine fever,52.19879,16.77413,146169 BIECZYNY,Poland,Europe,"146169 BIECZYNY, Poland, Europe",2024-12-16,2024-12-30,2024-12-16,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
393605,African swine fever,52.19853,16.77542,146170 BIECZYNY,Poland,Europe,"146170 BIECZYNY, Poland, Europe",2024-12-16,2024-12-30,2024-12-16,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
394210,African swine fever,52.297896,16.776851,146354 ROSN?WKO,Poland,Europe,"146354 ROSN?WKO, Poland, Europe",2024-12-17,2025-01-03,2024-12-17,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
394209,African swine fever,52.307224,16.747109,146355 TRZEBAW,Poland,Europe,"146355 TRZEBAW, Poland, Europe",2024-12-19,2025-01-03,2024-12-19,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
394208,African swine fever,52.302956,16.757381,146356 TRZEBAW,Poland,Europe,"146356 TRZEBAW, Poland, Europe",2024-12-19,2025-01-03,2024-12-19,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
394207,African swine fever,52.303335,16.740885,146357 TRZEBAW,Poland,Europe,"146357 TRZEBAW, Poland, Europe",2024-12-19,2025-01-03,2024-12-19,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
394204,African swine fever,52.280921,16.721031,146360ST SZEW,Poland,Europe,"146360ST SZEW, Poland, Europe",2024-12-19,2025-01-03,2024-12-19,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
394203,African swine fever,52.205826,16.85972,146362 ABINKO,Poland,Europe,"146362 ABINKO, Poland, Europe",2024-12-19,2025-01-03,2024-12-19,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
397084,African swine fever,52.2201,16.739,147321B DLEWO,Poland,Europe,"147321B DLEWO, Poland, Europe",2024-12-20,2025-01-23,2024-12-20,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
397083,African swine fever,52.306371,16.751906,147322TRZEBAW,Poland,Europe,"147322TRZEBAW, Poland, Europe",2024-12-20,2025-01-23,2024-12-20,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
394206,African swine fever,52.248505,16.768224,146358 G?RKA,Poland,Europe,"146358 G?RKA, Poland, Europe",2024-12-20,2025-01-03,2024-12-20,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
394205,African swine fever,52.264747,16.751824,146359G?RKA,Poland,Europe,"146359G?RKA, Poland, Europe",2024-12-20,2025-01-03,2024-12-20,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
394202,African swine fever,52.291802,16.790877,146363ROSN?WKO,Poland,Europe,"146363ROSN?WKO, Poland, Europe",2024-12-20,2025-01-03,2024-12-20,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
394201,African swine fever,52.285503,16.795441,146365 JAROS AWIEC,Poland,Europe,"146365 JAROS AWIEC, Poland, Europe",2024-12-20,2025-01-03,2024-12-20,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
394200,African swine fever,52.220097,16.739,146371 B DLEWO,Poland,Europe,"146371 B DLEWO, Poland, Europe",2024-12-20,2025-01-03,2024-12-20,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
397082,African swine fever,52.26117,16.817059,147324PO EGOWO,Poland,Europe,"147324PO EGOWO, Poland, Europe",2024-12-22,2025-01-23,2024-12-22,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
397081,African swine fever,52.261286,16.815529,147325PO EGOWO,Poland,Europe,"147325PO EGOWO, Poland, Europe",2024-12-22,2025-01-23,2024-12-22,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
397080,African swine fever,52.322382,16.909529,147326CZAPURY,Poland,Europe,"147326CZAPURY, Poland, Europe",2024-12-26,2025-01-23,2024-12-26,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
397079,African swine fever,52.252347,16.846474,147327MOSINA,Poland,Europe,"147327MOSINA, Poland, Europe",2024-12-26,2025-01-23,2024-12-26,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
397069,African swine fever,52.199376,16.73724,147793BIECZYNY,Poland,Europe,"147793BIECZYNY, Poland, Europe",2024-12-27,2025-01-23,2024-12-27,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
397066,African swine fever,52.224539,16.870361,147796BOGULIN,Poland,Europe,"147796BOGULIN, Poland, Europe",2024-12-27,2025-01-23,2024-12-27,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
397064,African swine fever,52.3086,16.821181,147799WIRY,Poland,Europe,"147799WIRY, Poland, Europe",2024-12-27,2025-01-23,2024-12-27,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
397063,African swine fever,52.185543,16.774979,147801PECNA,Poland,Europe,"147801PECNA, Poland, Europe",2024-12-27,2025-01-23,2024-12-27,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
397062,African swine fever,52.22315,16.87075,147803BOGULIN,Poland,Europe,"147803BOGULIN, Poland, Europe",2024-12-27,2025-01-23,2024-12-27,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
397065,African swine fever,52.219839,16.853439,147797KROSNO,Poland,Europe,"147797KROSNO, Poland, Europe",2024-12-28,2025-01-23,2024-12-28,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
397061,African swine fever,52.219831,16.853439,147804KROSNO,Poland,Europe,"147804KROSNO, Poland, Europe",2024-12-28,2025-01-23,2024-12-28,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
397068,African swine fever,52.259,16.8716,147794PUSZCZYKOWO,Poland,Europe,"147794PUSZCZYKOWO, Poland, Europe",2024-12-30,2025-01-23,2024-12-30,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
397067,African swine fever,52.244769,16.788931,147795G?RKA,Poland,Europe,"147795G?RKA, Poland, Europe",2024-12-30,2025-01-23,2024-12-30,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
397043,African swine fever,52.216687,16.862577,147823BOGULIN,Poland,Europe,"147823BOGULIN, Poland, Europe",2025-01-01,2025-01-23,2025-01-01,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
397042,African swine fever,52.190003,16.833069,147824NOWINKI,Poland,Europe,"147824NOWINKI, Poland, Europe",2025-01-01,2025-01-23,2025-01-01,Wild,Wild boar:Sus scrofa(Suidae),"Wild, Wild boar:Sus scrofa(Suidae)",Confirmed,,,WOAH (former OIE),8
